Filename,Extracted Values
X8Y28HHV,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': '2380', 'Current Assets ': '6423', 'Creditors: amounts falling due within one year ': '-1376', 'Net current assets (liabilities)': '5047', 'Total assets less current liabilities ': '7429', 'Creditors: amounts falling due after more than one year ': '-24679', 'Accruals and deferred income ': '-1125', 'Total net assets (liabilities)': '-18375', 'Capital and reserves ': '-18375'}"
X8Y28HNM,"{'Current assets': 'NaN', 'Cash at bank and in hand ': 'NaN', 'Net current assets  ': '12', 'Net assets . ': '12', 'Capital and reserves': 'NaN', 'Called up share capital   ': '12', 'Shareholders funds  ': '12'}"
X8Y28HSH,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' ordinary Shares  of Ag each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28IC3,"{'Fixed Assets': 'NaN', 'Current Assets  427': '417', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets  427 (liabilities': '417', 'Total assets less current liabilities  427': '417', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)  427': '417', 'Reserves  427': '417'}"
X8Y28ICZ,"{'Current assets': 'NaN', 'Cash at bank and in hand ': 'NaN', 'Net current assets  ': '12', 'Net assets  .': '12', 'Capital and reserves': 'NaN', 'Called up share capital   ': '12', 'Shareholders funds  ': '12'}"
X8Y28IWG,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28IYR,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'one year .936': 'NaN', 'Net current assets ': '10660', 'Total assets less current liabilities ': '10660', 'Net assets ': '10660', 'Capital and reserves ': '10660'}"
X8Y28J3N,"{'Fixed assets  796': '3398', 'Current assets  38715': '42155', 'Prepayments and accrued income  5617': '1251', 'Creditors: Amounts Falling Due Within One Year  (29985': '-15736', 'NET CURRENT ASSETS  14347': '27670', 'TOTAL ASSETS LESS CURRENT LIABILITIES  15143': '31068', 'Provisions for liabilities ': 'NaN', 'Accruals and deferred income  (1675': '-7656', 'NET ASSETS  13234': '23412', 'CAPITAL AND RESERVES  13234': '23412'}"
X8Y28JG1,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28JLK,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28KH4,"{'Called up share capital not paid .': '2', 'Current Assets  7684': '16001', 'Creditors: amounts falling due within one year  ': '-90', 'Net current assets (liabilities)  7594': '15911', 'Total assets less current liabilities  27786': '42076', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  (6172': '-11550', 'Capital and reserves  (6172': '-11550'}"
X8Y28KR6,"{'Current assets': 'NaN', 'Cash at bank and in hand  33.72': '3372', 'Net assets  ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share of Af .72 each 72. 72': '33', 'Total Shareholder funds .72 .72': '33'}"
X8Y28KZ5,"{'Called up share capital not paid  ': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year ': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities  ': 'NaN', 'Creditors: amounts falling due after more than one': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities) ': 'NaN', 'Capital and reserves  ': 'NaN'}"
X8Y28LEJ,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28LXS,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y28M57,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', '  Share of Ar | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28MBM,"{'Called up share capital not paid  ': '1000', 'Total assets less current liabilities  ': '1000', 'Total net assets (liabilities) ': '1000', 'Capital and reserves  ': '1000'}"
X8Y28MDM,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' A Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28MNT,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y28MOH,"{'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Reserves': 'NaN'}"
X8Y28NCP,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28NOG,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y28OE8,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', '  Share of Ag | each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y28OLN,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': '10000', 'Total assets less current liabilities ': '10001', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': '10001', 'Capital and reserves ': '10001'}"
X8Y2EPBT,"{'Fixed Assets  1369': '2046', 'Current Assets  24799': '53790', 'Creditors: amounts falling due within one year  (6106': '-23146', 'Net current assets (liabilities)  18693': '30644', 'Total assets less current liabilities  20062': '32690', 'Total net assets (liabilities)  20062': '32690', 'Capital and reserves  20062': '32690'}"
X8Y2EPNN,"{'Fixed Assets ': '14800', 'Current Assets ': '570', 'Net current assets  (liabilities': '570', 'Total assets less current liabilities ': '15370', 'Creditors: amounts falling due after more than one year ': '-18659', 'Total net assets (liabilities)': '-3289', 'Capital and reserves ': '-3289'}"
X8Y2EPVK,"{'Fixed Assets ': '3650', 'Current Assets ': '7721', 'Creditors: amounts falling due within one year ': '-8776', 'Net current assets (liabilities)': '-1055', 'Total assets less current liabilities ': '2595', 'Total net assets (liabilities)': '2595', 'Capital and reserves ': '2595'}"
X8Y2ER1U,"{'Called up share capital not paid  ': '100', 'Net assets  ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y2ESHT,"{'Current Assets  595': '5609', 'Creditors: amounts falling due within one year  8297': '-5392', 'Net current assets (liabilities) } 770': '2', 'Total assets less current liabilities  7702': '217', 'Total net assets (liabilities)  7702': '217', 'Capital and reserves  L182': '217'}"
X8Y2ESJM,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '10', 'Net assets  ': '10', 'Issued share capital': 'NaN', ' Ordinary Shares of Af .1 each 1 1': '0', 'Total Shareholder funds  ': '10'}"
X8Y2ESK2,"{'Called up share capital not paid': 'NaN', 'Fixed Assets  52260': '47942', 'Current Assets  44130': '26316', 'Prepayments and accrued income - - Creditors: amounts falling due within one year  (121079': '-208648', 'Net current assets (liabilities)  (76949': '-182332', 'Total assets less current liabilities  (24689': '-134390', 'Creditors: amounts falling due after more than one': 'NaN', 'Provisions for liabilities  ': '0', 'Accruals and deferred income  (1942': '0', 'Total net assets (liabilities)  (44109': '-134390', 'Capital and reserves  (44109': '-134390'}"
X8Y2ETEY,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y2ETP7,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y2EUWP,"{'Fixed Assets  1164': '931', 'Current Assets  321': '2145', 'Creditors: amounts falling due within one year  (2219': '-2502', 'Net current assets (liabilities)  (2398': '-357', 'Total assets less current liabilities  (1234': '574', 'Total net assets (liabilities)  (1234': '574', 'Capital and reserves  1234': '574'}"
X8Y2EY7M,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y2EYGW,"{'Current Assets  2': '28422', 'us Creditors: amounts falling due within one year ': '-28420', 'Net current assets (liabilities)': '2', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y2EYNK,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Af1l each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y2EZ9S,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y2EZF0,"{'Creditors: amounts falling due within one year  ': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities    ': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves  ': 'NaN'}"
X8Y2EZHT,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'one year ': 'NaN', 'Net current assets ': 'NaN', 'Total assets less current liabilities ': 'NaN', 'Accruals and deferred income ': 'NaN', 'Net assets ': 'NaN', 'Capital and reserves .': 'NaN', 'office is  Carlton RoadErithEnglandDA DR.': 'NaN'}"
X8Y2F0HE,"{'Current assets ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current assets ': '4091', 'Total assets less current liabilities ': '4091', 'Accruals and deferred income ': '-1600', 'Net assets ': '2491', 'Capital and reserves ': '2491'}"
X8Y2F0L6,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital': 'NaN', ' ORDINARY SHARES of Afl each': 'NaN', 'Issued share capital': 'NaN', ' ORDINARY SHARES of Afl each ': '100', 'Total shareholder funds ': '100', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Ag the': 'NaN'}"
X8Y2F14H,"{'Current Assets  ': '10', 'Net current assets (liabilities) ': '10', 'Total assets less current liabilities I 10': '5', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  (5776': '-5776', 'Capital and reserves  (5776': '-5776'}"
X8Y2F337,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y2F34B,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': '470', 'Current Assets ': '2000', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': '2000', 'Total assets less current liabilities ': '2470', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': '2470', 'Capital and reserves ': '2470'}"
X8Y2F3JL,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y2F3V7,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital': 'NaN', ' Ordinary Shares of Af | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y2F4BD,"{'Current Assets  ': '199', 'Creditors: amounts falling due within one year  (198': '-198', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y2F4HM,"{'Fixed Assets  17827': '17417', 'Current Assets  21721': '25632', 'Creditors: amounts falling due within one year  (2700': '-2160', 'Net current assets  (liabilities) 19021': '23472', 'Total assets less current liabilities  36848': '40889', 'Total net assets (liabilities)  36848': '40889', 'Reserves  36848': '40889'}"
X8Y2F4YW,"{'Fixed Assets  ': '1078', 'Total assets less current liabilities  ': '1078', 'Total net assets (liabilities) ': '1078', 'Capital and reserves  ': '1078'}"
X8Y4QL1E,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets ': '7', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': '77', 'Total assets less current liabilities ': '77', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': '77', 'Capital and reserves EE': 'NaN'}"
X8Y4QNJE,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': '675', 'Current Assets  1675': '4403', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year ': 'NaN', 'Net current assets  (liabilities)': '4403', 'Total assets less current liabilities  677': '5080', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)  677': '5080', 'Capital and reserves  677': '5080'}"
X8Y4QNO9,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': '3334', 'Current Assets': 'NaN', 'Prepayments and accrued income ': '419', 'Creditors: amounts falling due within one year': 'NaN', 'Net current assets (liabilities)': '419', 'Total assets less current liabilities ': '3754', 'Creditors: amounts falling due after more than one year ': '-3754', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves': 'NaN'}"
X8Y4QNPL,"{'Called up share capital not paid': 'NaN', 'Fixed Assets ': 'NaN', 'at Current Assets': 'NaN', 'Prepayments and accrued income - Creditors: amounts falling due within one year ': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities ': 'NaN', 'Creditors: amounts falling due after more than one year': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves ': 'NaN'}"
X8Y4QNRD,"{'Current Assets ': 'NaN', 'Creditors: amounts falling due within one year ': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities ': 'NaN', 'Total net assets (liabilities)': 'NaN', 'Capital and reserves ': 'NaN'}"
X8Y4QO1V,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QO6V,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '100', 'Net assets  ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each  ': '100', 'Total Shareholder funds  ': '100'}"
X8Y4QORK,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QP5M,"{'Fixed assets': 'NaN', 'Tangible assets  167': '83', 'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Creditors: amounts falling due': 'NaN', 'Net current liabilities  (29': '-118', 'Net (liabilities) /assets  138': '-35', 'Capital and reserves': 'NaN', 'Called up share capital  ': '500', 'Shareholders funds  138': '-35'}"
X8Y4QPFS,"{'Called up share capital not paid': 'NaN', 'Fixed Assets': 'NaN', 'Current Assets': 'NaN', 'Prepayments and accrued income': 'NaN', 'Creditors: amounts falling due within one year  7650': 'NaN', 'Net current assets (liabilities)  7650': 'NaN', 'Total assets less current liabilities  7650': 'NaN', 'Creditors: amounts falling due after more than one': 'NaN', 'Provisions for liabilities': 'NaN', 'Accruals and deferred income': 'NaN', 'Total net assets (liabilities)  (7650': 'NaN', 'Capital and reserves  (7650': 'NaN'}"
X8Y4QRBV,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QSJK,"{'Current Assets ': '3656', 'Creditors: amounts falling due within one year ': '-3567', 'Net current assets (liabilities)': '89', 'Total assets less current liabilities ': '89', 'Total net assets (liabilities)': '89', 'Capital and reserves ': '89'}"
X8Y4QSMO,"{'Current Assets  2000': '6160', 'Creditors: amounts falling due within one year  (1974': '-6028', 'Net current assets (liabilities)  26': '132', 'Total assets less current liabilities  26': '132', 'Total net assets (liabilities)  26': '132', 'Capital and reserves  26': '132'}"
X8Y4QSOG,"{'Current Assets  246': '677', 'D Creditors: amounts falling due within one year (1': '31', 'Net current assets (liabilities)  245': '366', 'Total assets less current liabilities  245': '366', 'Total net assets (liabilities)  245': '366', 'Capital and reserves  245': '366'}"
X8Y4QT61,"{'Assets': 'NaN', 'classed as Unpaid called up share capital': 'NaN', 'current asset .00 .00': '1', 'Cash at bank and in hand . .': '0', 'Net assets .00 .00': '1', 'Capital & reserves': 'NaN', 'Unpaid called up share capital classed as': 'NaN', 'Fully paid called up share capital . .': '0', 'Shareholder funds .00 .00': '1'}"
X8Y4QUNU,"{'Called up share capital not paid': 'NaN', 'Fixed Assets oF ': 'NaN', 'Current Assets': 'NaN', 'Net current assets (liabilities)': 'NaN', 'Total assets less current liabilities  33397': '98', 'Total net assets (liabilities)  33397': '98', 'Capital and reserves  33397': '98'}"
X8Y4QUTD,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QVGI,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QVOX,"{'Fixed Assets ': '923', 'Current Assets ': '4755', 'Creditors: amounts falling due within one year ': '-1719', 'Net current assets (liabilities)': '3036', 'Total assets less current liabilities ': '3959', 'Total net assets (liabilities)': '3959', 'Capital and reserves ': '3959'}"
X8Y4QVUG,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QW2Z,"{'aÂ»  Fixed Assets 32652': '7', 'Current Assets ': '13738', 'Prepayments and accrued income ': '356', 'Creditors: amounts falling due within one year ': '-50429', 'Net current assets (liabilities)': '-36335', 'Total assets less current liabilities ': '-3683', 'Total net assets (liabilities)': '-3683', 'Capital and reserves ': '-3683'}"
X8Y4QWEH,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '10', 'Net assets ': '10', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each ': '10', 'Total Shareholder funds ': '10'}"
X8Y4QWQB,"{'Fixed Assets ': '6000', 'Current Assets ': '9228', 'Creditors: amounts falling due within one year ': '-10285', 'Net current assets (liabilities)': '-1057', 'Total assets less current liabilities ': '4943', 'Total net assets (liabilities)': '4943', 'Capital and reserves ': '4943'}"
X8Y4QX4H,"{'Current assets': 'NaN', 'Cash at bank and in hand ': 'NaN', 'Net assets ': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Shares of Af  each 00': 'NaN', 'Total Shareholder funds ': 'NaN'}"
X8Y4QXRM,"{'Called up share capital not paid - Fixed Assets ': 'NaN', 'Current Assets  ': 'NaN', 'Creditors: amounts falling due within one  (4.665': '-1209', 'Net current assets (liabilities)  (2980': 'NaN', 'Total assets less current liabilities  (540': 'NaN', 'Total net assets (liabilities)  (540': 'NaN', 'Capital and reserves ': 'NaN'}"
X8Y4QXYP,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4QZ0O,"{' Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand ': '11', 'Net assets  ': '11', 'Issued share capital': 'NaN', ' Ordinary Shares of Af | each  ': '11', 'Total Shareholder funds  ': '11'}"
X8Y4QZEX,"{'Current Assets ': '5383', 'Creditors: amounts falling due within one year ': '-5054', 'Net current assets  (liabilities': '329', 'Total assets less current liabilities ': '329', 'Creditors: amounts falling due after more than one year': 'NaN', 'Total net assets (liabilities)': '329', 'Capital and reserves ': '329'}"
X8Y4QZFL,"{'Fixed assets  47548': '81626', 'Current assets  ': 'NaN', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities  (26819': '-17843', 'Total assets less current liabilities  20729': '63783', 'Creditors: amounts falling due after': 'NaN', 'Net assets  126': '165', 'Capital and reserves  126': '165'}"
X8Y4R014,"{'Fixed Assets  ': 'NaN', 'Current Assets  ': 'NaN', 'Creditors: amounts falling due within one . (14697': 'NaN', 'Net current assets (liabilities) ': 'NaN', 'Total assets less current liabilities  ': 'NaN', 'Total net assets (liabilities) ': 'NaN', 'Capital and reserves  ': 'NaN'}"
X8Y4R0K3,"{'Assets': 'NaN', 'Cash at bank and in hand .00 .00': '1000', 'Net assets .00 .00': '1000', 'Capital & reserves': 'NaN', 'Fully paid called up share capital .00 .00': '1000', 'Shareholder funds .00 .00': '1000'}"
X8Y4R1VE,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4R1X6,"{'Current Assets  26835': '30432', 'Creditors: amounts falling due within one year  (26962': '-30213', 'Net current assets (liabilities)  (127': '219', 'Total assets less current liabilities  (127': '219', 'Total net assets (liabilities)  (127': '219', 'Capital and reserves  (127': '219'}"
X8Y4R2E0,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4R2LT,"{'Current assets': 'NaN', 'Cash at bank and in hand  ': '10000', 'Capital and reserves': 'NaN', 'Called up share capital  ': '10000', 'Shareholders funds  ': '10000'}"
X8Y4R2OQ,"{'Fixed Assets  282': '211', 'Current Assets  2898': '795', 'Net current assets  (liabilities) 2898': '795', 'Total assets less current liabilities  3180': '1006', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  1198': '-1567', 'Capital and reserves  1198': '-1567'}"
X8Y4R2T6,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Authorised share capital': 'NaN', ' Ordinary of Afl each': 'NaN', 'Issued share capital': 'NaN', 'Total shareholder funds  ': 'NaN', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Af the': 'NaN'}"
X8Y4R2TV,"{'Fixed assets  ': '21575', 'Creditors: amounts falling due within': 'NaN', 'Net current liabilities  ': '-22094', 'Total assets less current liabilities  ': '-519', 'Net liabilities  ': '-519', 'Capital and reserves  ': '-519'}"
X8Y4R4EZ,"{'Called up share capital not paid  ': 'NaN', 'Current assets ': 'NaN', 'Creditors: amounts falling due within one year  (1219': 'NaN', 'Net current liabilities  (923': '-923', 'Total assets less current liabilities  (823': '-823', 'Accruals and deferred income  ': 'NaN', 'Net liabilities  (903': '-903', 'Capital and reserves  (903': '-903'}"
X8Y4R4QG,"{'Called up share capital not paid': 'NaN', 'Current assets ': 'NaN', 'Creditors: amounts falling due within one year ': 'NaN', 'Net current assets ': '631', 'Total assets less current liabilities ': '632', 'Net assets ': '632', 'Capital and reserves ': '632'}"
X8Y4R5PL,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Shares  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4R66O,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4R7EY,"{'Current assets': 'NaN', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital': 'NaN', ' Ordinary Shares 1 of Af each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4R7MZ,"{'Called up share capital not paid': 'NaN', 'Current assets': 'NaN', 'Cash at bank and in hand  ': 'NaN', 'Net assets  ': 'NaN', 'Authorised share capital': 'NaN', ' Ordinary of Afl each': 'NaN', 'Issued share capital': 'NaN', '   Ordinary of Afl each': '100', 'Total shareholder funds  ': 'NaN', '. During the year the company allotted  ordinary shares with an aggregate nominal value of Af the': 'NaN'}"
X8Y4R88A,"{'Current Assets  220096': '233663', 'Creditors: amounts falling due within one year  (42371': '-37418', 'Net current assets (liabilities)  177725': '196245', 'Total assets less current liabilities  177725': '196245', 'Total net assets (liabilities)  177725': '196245', 'Capital and reserves  177725': '196245'}"
X8Y4R8QG,"{'Called up share capital not paid ': '98', 'Fixed Assets  196823': '173395', 'Current Assets  65455': '79129', 'Creditors: amounts falling due within one year  (118666': '-77245', 'Net current assets (liabilities)  (53211': '1884', 'Total assets less current liabilities  143612': '175377', 'Creditors: amounts falling due after more than one': 'NaN', 'Total net assets (liabilities)  143612': '175321', 'Capital and reserves  143612': '175321'}"
X8Y4R8UH,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4R942,"{'Called up share capital not paid': 'NaN', 'Net assets': 'NaN', 'Tssued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
X8Y4RB69,"{'Net assets': 'NaN', 'Reserves': 'NaN'}"
X8Y4RCC3,"{'Current assets': 'NaN', 'Cash at bank and in hand': 'NaN', 'Net assets': 'NaN', 'Issued share capital': 'NaN', ' Ordinary Share  of Af each': 'NaN', 'Total Shareholder funds': 'NaN'}"
